Date,ID,Days until next hedge,S,Dividend,C_BS,D_BS,C_mkt,D_Blm,R,TTM,Moneyness,D_Optimal,Target
2024-09-16,2,3,5633.09,1.3646,190.1826619,0.468593243,204.25,0.488,4.76414,186,-166.91,4.428557984,3.95996474
2024-09-30,3,3,5762.48,1.3305,196.0802398,0.482293074,201.65,0.494,4.62877,172,-137.52,0.328401166,-0.153891908
2024-10-17,8,1,5841.47,1.3139,186.3054219,0.594361603,193.95,0.607,4.79474,64,41.47,0.415418025,-0.178943578
2024-08-14,11,1,5455.21,1.408,10.45110317,0.068218918,12.25,0.079,4.94858,128,-644.79,0.09396765,0.025748731
2024-08-14,3,1,5455.21,1.408,86.34591549,0.284092724,96.55,0.307,4.94858,219,-444.79,0.351951561,0.067858837
2024-11-21,2,1,5948.71,1.2982,331.1134376,0.673058314,342.25,0.694,4.77303,120,148.71,0.604867597,-0.068190717
2024-08-22,6,1,5570.64,1.3792,43.01987906,0.171352359,50.85,0.193,4.97371,211,-629.36,0.118418197,-0.052934162
2024-08-30,2,3,5648.4,1.3606,196.5529839,0.488531797,209.05,0.502,4.96967,203,-151.6,0.369728045,-0.118803752
2024-09-12,2,1,5595.76,1.3736,172.5325943,0.443965416,185.2,0.46,4.84198,190,-204.24,0.502524593,0.058559177
2024-11-20,6,1,5917.11,1.3051,84.82121224,0.321360933,89.35,0.342,4.77309,121,-282.89,0.324972194,0.003611261
2024-08-05,2,1,5186.33,1.4816,91.34026588,0.251322335,109.5,0.281,4.95853,228,-613.67,-0.332789265,-0.584111601
2024-08-09,12,3,5344.16,1.4383,5.417510988,0.035539766,6.15,0.039,4.97276,133,-855.84,1.742344972,1.706805205
2024-11-25,2,1,5987.37,1.2907,345.6060612,0.70637452,365.85,0.726,4.76095,116,187.37,0.61091896,-0.09545556
2024-11-08,6,3,5995.54,1.2888,122.4692455,0.401624612,129,0.422,4.76595,133,-204.46,0.202925291,-0.198699321
2024-09-13,1,1,5626.02,1.3662,243.1549194,0.535659975,258.5,0.552,4.83545,189,-73.98,0.685215437,0.149555462
2024-09-27,5,1,5738.17,1.335,99.34269827,0.316576584,103.5,0.329,4.59072,175,-361.83,0.120335749,-0.196240834
2024-11-06,9,1,5929.04,1.2922,122.9640506,0.596884278,144.95,0.597,4.75551,44,29.04,0.52681344,-0.070070838
2024-08-22,9,1,5570.64,1.3792,54.02610753,0.253526247,70.2,0.292,4.97371,120,-329.36,0.188214353,-0.065311894
2024-08-14,1,1,5455.21,1.408,166.7107718,0.428777299,181.2,0.451,4.94858,219,-244.79,0.496035291,0.067257992
2024-10-17,11,1,5841.47,1.3139,39.93963298,0.237093399,43.25,0.252,4.79474,64,-258.53,0.121797955,-0.115295444
2024-10-07,8,3,5695.94,1.3483,126.830894,0.448196895,136.55,0.464,4.80911,74,-104.06,0.368451059,-0.079745836
2024-11-15,5,3,5870.62,1.3163,106.4990226,0.371834901,116.3,0.399,4.77039,126,-229.38,0.145333177,-0.226501724
2024-09-12,7,1,5595.76,1.3736,139.4449283,0.463606158,147.5,0.477,4.84198,99,-104.24,0.512508525,0.048902367
2024-10-16,3,1,5842.47,1.3144,236.6113626,0.536699973,246.15,0.555,4.76916,156,-57.53,2.065512865,1.528812892
2024-10-28,8,1,5823.52,1.3151,165.5091677,0.571061271,174.75,0.584,4.77389,53,23.52,0.554960522,-0.016100749
2024-08-27,5,1,5625.8,1.3662,69.22561565,0.250333393,78.45,0.273,4.92021,206,-474.2,0.342897897,0.092564504
2024-09-03,3,1,5528.93,1.3905,109.4392206,0.330999678,120.1,0.354,4.95311,199,-371.07,0.082687562,-0.248312116
2024-09-10,8,1,5495.52,1.3981,62.46181182,0.273401912,68.15,0.291,4.83428,101,-304.48,0.277410285,0.004008373
2024-10-30,12,1,5813.67,1.3177,12.6502214,0.1015696,13.6,0.115,4.78509,51,-386.33,0.057643016,-0.043926584
2024-09-30,9,3,5762.48,1.3305,85.1146697,0.3927138,104.4,0.416,4.62877,81,-137.52,0.268608236,-0.124105564
2024-08-23,3,3,5634.61,1.3637,149.9780361,0.409314106,162,0.427,4.93002,210,-265.39,0.622298577,0.212984471
2024-10-21,7,1,5853.98,1.311,261.3904277,0.69931341,272.05,0.707,4.79913,60,153.98,3.210532145,2.511218735
2024-11-14,11,1,5949.17,1.2985,29.32841655,0.25705461,31.25,0.268,4.77487,36,-150.83,0.171409318,-0.085645292
2024-09-23,7,3,5718.57,1.3397,190.9348924,0.575892203,201.25,0.591,4.64276,88,18.57,0.764817326,0.188925123
2024-11-29,4,3,6032.38,1.2809,222.4753077,0.601013589,237.45,0.629,4.79975,112,32.38,0.44929056,-0.151723029
2024-08-15,5,1,5543.22,1.3858,56.30305399,0.211252435,63.8,0.23,5.00198,218,-556.78,0.337365541,0.126113107
2024-10-09,9,1,5792.04,1.3255,95.21270608,0.424875454,116.75,0.444,4.78852,72,-107.96,0.278690829,-0.146184625
2024-10-18,11,3,5864.67,1.3086,43.34661411,0.256072092,46.05,0.267,4.78168,63,-235.33,0.348952328,0.092880237
2024-08-08,10,1,5319.31,1.445,17.69674452,0.09296675,12.25,0.105,4.9504,134,-680.69,-0.087262039,-0.180228789
2024-11-11,3,1,6001.35,1.2884,297.8109091,0.648287532,311.45,0.67,4.76371,130,101.35,0.66301589,0.014728357
2024-11-26,4,1,6021.63,1.2827,220.9597878,0.590041302,234.5,0.615,4.73591,115,21.63,0.820317669,0.230276367
2024-11-20,12,1,5917.11,1.3051,8.044915119,0.091182434,8.05,0.098,4.77309,30,-282.89,0.058941035,-0.032241399
2024-10-31,11,1,5705.45,1.3411,14.37105189,0.108218374,15.7,0.121,4.7692,50,-394.55,0.019447254,-0.08877112
2024-09-17,8,1,5634.58,1.3645,105.4122414,0.39673855,116.15,0.422,4.76338,94,-165.42,0.314579045,-0.082159505
2024-09-17,12,1,5634.58,1.3645,10.88680455,0.074691875,13.2,0.088,4.76338,94,-565.42,0.036297582,-0.038394293
2024-09-13,5,1,5626.02,1.3662,67.43200998,0.244349887,75.55,0.263,4.83545,189,-473.98,0.291581037,0.04723115
2024-08-16,12,3,5554.25,1.3829,10.6603967,0.069098176,12.35,0.078,4.99486,126,-645.75,0.046849304,-0.022248872
2024-10-31,6,1,5705.45,1.3411,49.46980241,0.201091858,53.25,0.22,4.7692,141,-494.55,0.095075464,-0.106016394
2024-09-17,3,1,5634.58,1.3645,141.5711526,0.395312777,156.5,0.421,4.76338,185,-265.42,0.34482703,-0.050485747
2024-09-20,12,1,5702.55,1.3484,14.40945918,0.096759632,16.25,0.107,4.66994,91,-497.45,-0.015814031,-0.112573663
2024-10-24,7,1,5809.86,1.3193,231.4673786,0.655345737,240.6,0.668,4.77971,57,109.86,2.205205221,1.549859484
2024-08-12,1,1,5344.39,1.4375,132.8595355,0.360373584,144.5,0.381,4.96403,221,-355.61,0.351234699,-0.009138885
2024-11-19,11,1,5916.98,1.3054,22.01183376,0.204991161,23.4,0.218,4.7679,31,-183.02,2.450439632,2.245448471
2024-09-03,5,1,5528.93,1.3905,50.66163331,0.195351576,57.3,0.216,4.95311,199,-571.07,0.038587529,-0.156764047
2024-09-25,12,1,5722.26,1.3381,12.82610729,0.091898218,15.35,0.106,4.61325,86,-477.74,0.124457534,0.032559317
2024-10-28,6,1,5823.52,1.3151,72.71959108,0.273693529,80,0.294,4.77389,144,-376.48,0.451585523,0.177891994
2024-10-07,1,3,5695.94,1.3483,291.2077462,0.57207438,306.95,0.59,4.80911,165,-4.06,0.494017713,-0.078056667
2024-10-04,9,1,5751.07,1.3361,80.68686577,0.378425517,100.9,0.404,4.75321,77,-148.93,0.265637853,-0.112787664
2024-09-19,11,1,5713.64,1.3462,30.07993105,0.172108918,33.75,0.188,4.7078,92,-386.36,0.384944897,0.212835979
2024-08-28,8,1,5592.18,1.3749,96.51335214,0.370126268,98.25,0.385,4.90451,114,-207.82,-10.91407111,-11.28419738
2024-09-17,5,1,5634.58,1.3645,69.73124469,0.249044315,79.8,0.274,4.76338,185,-465.42,0.22383509,-0.025209225
2024-11-18,10,1,5893.62,1.3109,43.54969874,0.335957965,18.6,0.357,4.76812,32,-106.38,0.20736585,-0.128592115
2024-09-16,10,3,5633.09,1.3646,36.85691799,0.196741624,23.1,0.215,4.76414,95,-366.91,1.456762495,1.26002087
2024-09-19,7,1,5713.64,1.3462,194.722815,0.572325278,205.4,0.589,4.7078,92,13.64,1.013245762,0.440920485
2024-09-23,6,3,5718.57,1.3397,59.365902,0.226590193,63.75,0.24,4.64276,179,-481.43,0.225803211,-0.000786983
2024-10-03,3,1,5699.94,1.3476,172.6916995,0.438249436,178.9,0.455,4.61384,169,-200.06,0.433052012,-0.005197424
2024-09-13,11,1,5626.02,1.3662,19.95988212,0.122434517,22.35,0.133,4.83545,98,-473.98,0.109342889,-0.013091629
2024-10-18,4,3,5864.67,1.3086,181.6616609,0.477695813,191,0.497,4.78168,154,-135.33,0.587476705,0.109780892
2024-10-25,8,3,5808.12,1.3187,163.8223978,0.554040424,164.15,0.559,4.77618,56,8.12,0.717727109,0.163686685
2024-11-25,5,1,5987.37,1.2907,142.8236832,0.467833157,155.8,0.492,4.76095,116,-112.63,0.420006785,-0.047826372
2024-08-29,9,1,5591.96,1.3743,48.58908877,0.249043775,64.05,0.293,4.99045,113,-308.04,0.179627949,-0.069415826
2024-10-29,9,1,5832.92,1.3131,90.70332693,0.452825043,116.45,0.483,4.76552,52,-67.08,0.704039155,0.251214111
2024-11-07,5,1,5973.1,1.2938,158.352395,0.469516785,169.55,0.49,4.74561,134,-126.9,0.434147234,-0.035369551
2024-08-12,8,1,5344.39,1.4375,42.96322542,0.194495183,47.45,0.211,4.96403,130,-455.61,0.188698198,-0.005796985
2024-09-09,9,3,5471.05,1.4044,27.12074549,0.154837504,38.2,0.188,4.85278,102,-428.95,0.07761471,-0.077222795
2024-11-20,4,1,5917.11,1.3051,178.0259962,0.501270677,185.8,0.524,4.77309,121,-82.89,0.516132309,0.014861631
2024-08-21,12,1,5620.85,1.3666,15.04258542,0.092503,17.1,0.103,4.94072,121,-579.15,0.054543399,-0.037959601
2024-09-26,12,1,5745.37,1.3329,15.95804463,0.108468836,18.2,0.121,4.6145,85,-454.63,0.006748056,-0.10172078
2024-10-04,4,1,5751.07,1.3361,143.24465,0.400667298,148.65,0.414,4.75321,168,-248.93,0.24666372,-0.154003578
2024-11-11,2,1,6001.35,1.2884,372.5720131,0.709618943,387.6,0.729,4.76371,130,201.35,0.700008193,-0.00961075
2024-08-29,2,1,5591.96,1.3743,171.6936478,0.448032375,191.65,0.478,4.99045,204,-208.04,0.309458051,-0.138574324
2024-11-29,3,3,6032.38,1.2809,294.5517902,0.677785999,311.65,0.703,4.79975,112,132.38,0.495280932,-0.182505067
2024-11-29,5,3,6032.38,1.2809,159.1171977,0.509233734,171.7,0.538,4.79975,112,-67.62,0.389149304,-0.12008443
2024-10-10,10,1,5780.05,1.3278,63.30031192,0.306495899,37.65,0.32,4.7853,71,-219.95,0.168255922,-0.138239977
2024-11-21,5,1,5948.71,1.2982,138.6411964,0.439507622,145.15,0.462,4.77303,120,-151.29,0.24978338,-0.189724242
2024-11-14,3,1,5949.17,1.2985,255.2793574,0.612137177,269.1,0.637,4.77487,127,49.17,0.541526475,-0.070610702
2024-09-16,5,3,5633.09,1.3646,69.23064118,0.248025361,77.55,0.268,4.76414,186,-466.91,2.62217249,2.374147129
2024-11-05,3,1,5782.76,1.3243,178.4872437,0.481107423,192.15,0.501,4.75145,136,-117.24,0.547359482,0.066252059
2024-11-13,5,1,5985.38,1.2904,157.25794,0.475638502,171.35,0.505,4.73383,128,-114.62,0.696040016,0.220401514
2024-09-18,12,1,5618.26,1.3686,9.79356548,0.068264319,12.6,0.081,4.73875,93,-581.74,0.066200276,-0.002064043
2024-10-07,5,3,5695.94,1.3483,86.89666817,0.288026718,94.9,0.306,4.80911,165,-404.06,0.237385135,-0.050641583
2024-10-14,8,1,5859.85,1.3103,204.4082929,0.611527183,217.95,0.623,4.78585,67,59.85,0.725466571,0.113939388
2024-10-17,2,1,5841.47,1.3139,297.1725704,0.602794564,310.6,0.622,4.79474,155,41.47,0.421942915,-0.180851649
2024-10-17,3,1,5841.47,1.3139,231.8878113,0.536106149,243.65,0.556,4.79474,155,-58.53,0.341469266,-0.194636883
2024-11-12,1,1,5983.99,1.2925,436.4646354,0.753287161,455.35,0.773,4.7735,129,283.99,2.673897321,1.92061016
2024-08-23,1,3,5634.61,1.3637,258.6381226,0.550566781,274,0.565,4.93002,210,-65.39,0.793498622,0.242931842
2024-10-18,12,3,5864.67,1.3086,21.44311721,0.152009964,23.35,0.161,4.78168,63,-335.33,0.234107258,0.082097295
2024-11-01,7,3,5728.8,1.3364,175.6601121,0.570952302,178.75,0.577,4.75678,49,28.8,0.779688491,0.208736189
2024-09-11,3,1,5554.13,1.3846,112.2790694,0.340483894,122.3,0.36,4.86546,191,-345.87,0.363370925,0.022887032
2024-10-09,2,1,5792.04,1.3255,278.0816287,0.571183051,287.45,0.584,4.78852,163,-7.96,0.336068353,-0.235114698
2024-10-02,6,1,5709.54,1.3455,58.09275466,0.220726384,64.65,0.236,4.59496,170,-490.46,0.361871465,0.141145081
2024-11-06,5,1,5929.04,1.2922,139.3827112,0.432367811,151.2,0.453,4.75551,135,-170.96,0.418486001,-0.01388181
2024-11-12,9,1,5983.99,1.2925,147.1505484,0.695958911,166.15,0.686,4.7735,38,83.99,0.509313775,-0.186645135
2024-08-26,6,1,5616.84,1.3683,46.46613223,0.185835697,52.5,0.203,4.93872,207,-583.16,0.080008176,-0.105827521
2024-11-06,1,1,5929.04,1.2922,402.6450305,0.718981503,422.9,0.736,4.75551,135,229.04,0.651104922,-0.067876581
2024-10-21,2,1,5853.98,1.311,297.6817561,0.611710402,312.75,0.63,4.79913,151,53.98,3.177089102,2.5653787
2024-08-14,4,1,5455.21,1.408,58.95704659,0.217813901,67.05,0.239,4.94858,219,-544.79,0.280194447,0.062380546
2024-09-19,10,1,5713.64,1.3462,53.15926804,0.261228517,33.75,0.28,4.7078,92,-286.36,0.384944897,0.123716379
2024-11-15,9,3,5870.62,1.3163,75.10216853,0.486571431,92.15,0.51,4.77039,35,-29.38,0.272779194,-0.213792237
2024-09-18,1,1,5618.26,1.3686,237.00425,0.526771961,260.05,0.551,4.73875,184,-81.74,0.467605126,-0.059166835
2024-08-08,3,1,5319.31,1.445,71.82514227,0.231393343,81.7,0.253,4.9504,225,-580.69,-0.261786118,-0.493179461
2024-08-23,8,3,5634.61,1.3637,118.3062563,0.41725604,125,0.431,4.93002,119,-165.39,0.633168421,0.215912381
2024-10-28,4,1,5823.52,1.3151,155.0172262,0.439171906,166.7,0.462,4.77389,144,-176.48,0.467907891,0.028735985
2024-12-02,11,1,6047.15,1.2774,31.43606654,0.370912561,35.7,0.397,4.78404,18,-52.85,-0.456661897,-0.827574457
2024-08-09,10,3,5344.16,1.4383,15.79282806,0.088551642,10.1,0.096,4.97276,133,-655.84,2.115704608,2.027152966
2024-09-19,2,1,5713.64,1.3462,224.3442626,0.523387731,239.45,0.543,4.7078,183,-86.36,0.818560987,0.295173256
2024-09-04,3,1,5520.07,1.3929,109.2708166,0.326840853,119.35,0.343,4.89094,198,-379.93,0.512744056,0.185903203
2024-09-30,11,3,5762.48,1.3305,32.14925895,0.189617865,34.25,0.2,4.62877,81,-337.52,0.12050575,-0.069112115
2024-08-19,10,1,5608.25,1.3698,41.76442869,0.207707564,26.3,0.221,5.01499,123,-391.75,-0.04409152,-0.251799084
2024-08-09,4,3,5344.16,1.4383,46.01639731,0.173985242,51.8,0.189,4.97276,224,-655.84,2.613517458,2.439532216
2024-11-05,8,1,5782.76,1.3243,128.156748,0.519140864,137.95,0.53,4.75145,45,-17.24,0.560709713,0.04156885
2024-11-25,6,1,5987.37,1.2907,95.95200795,0.368513283,105.9,0.391,4.76095,116,-212.63,0.328956363,-0.03955692
2024-09-06,5,1,5408.42,1.4211,33.72410397,0.139850875,37.2,0.154,4.84393,196,-691.58,0.148997886,0.009147011
2024-10-11,11,3,5815.03,1.3204,42.98369506,0.235174711,43.5,0.242,4.78128,70,-284.97,0.315724519,0.080549808
2024-10-15,5,1,5815.26,1.3209,121.9877533,0.366919428,129.95,0.386,4.76965,157,-284.74,0.268532736,-0.098386691
2024-08-15,1,1,5543.22,1.3858,209.350594,0.492037262,224.75,0.511,5.00198,218,-156.78,0.841103131,0.349065869
2024-09-27,3,1,5738.17,1.335,189.2406477,0.466382597,195.45,0.48,4.59072,175,-161.83,0.257269533,-0.209113065
2024-10-31,3,1,5705.45,1.3411,157.4333088,0.428565603,165.15,0.454,4.7692,141,-194.55,0.283065587,-0.145500016
2024-09-24,3,1,5732.93,1.336,177.7860746,0.460927571,188.2,0.477,4.61941,178,-167.07,0.216003635,-0.244923936
2024-09-13,4,1,5626.02,1.3662,98.32953441,0.315685984,108.45,0.335,4.83545,189,-373.98,0.379055348,0.063369364
2024-09-25,10,1,5722.26,1.3381,48.14113792,0.252396326,29.95,0.275,4.61325,86,-277.74,0.1899615,-0.062434826
2024-10-22,1,1,5851.2,1.3109,365.9757773,0.669079507,376.45,0.685,4.7952,150,151.2,0.527893025,-0.141186482
2024-10-07,6,3,5695.94,1.3483,57.92370692,0.21809877,64.05,0.235,4.80911,165,-504.06,0.172310445,-0.045788324
2024-11-19,2,1,5916.98,1.3054,306.3888931,0.654398083,319.05,0.676,4.7679,122,116.98,-36.75659448,-37.41099256
2024-09-24,7,1,5732.93,1.336,198.9742884,0.58914088,211.75,0.603,4.61941,87,32.93,0.404432337,-0.184708542
2024-09-05,1,1,5503.41,1.3961,188.4864141,0.45568049,202.95,0.478,4.88116,197,-196.59,0.449069413,-0.006611077
2024-11-20,3,1,5917.11,1.3051,240.049579,0.582174679,250.25,0.605,4.77309,121,17.11,0.589410353,0.007235673
2024-12-02,9,1,6047.15,1.2774,163.0425571,0.901337813,178.85,0.831,4.78404,18,147.15,0.814049468,-0.087288345
2024-11-05,7,1,5782.76,1.3243,194.9275066,0.63379445,205.9,0.642,4.75145,45,82.76,0.668538504,0.034744055
2024-09-03,9,1,5528.93,1.3905,37.43068677,0.199731623,49.2,0.236,4.95311,108,-371.07,-0.005512504,-0.205244127
2024-11-04,11,1,5712.69,1.3391,11.54142492,0.095290345,13.35,0.103,4.74185,46,-387.31,0.093761835,-0.00152851
2024-11-06,2,1,5929.04,1.2922,326.0857303,0.662870418,344.8,0.682,4.75551,135,129.04,0.610054525,-0.052815894
2024-10-30,1,1,5813.67,1.3177,339.9364949,0.642709372,351.5,0.666,4.78509,142,113.67,0.603176522,-0.03953285
2024-08-07,7,1,5199.5,1.4786,54.86895808,0.20907368,57,0.226,4.85962,135,-500.5,0.229107485,0.020033805
2024-09-26,4,1,5745.37,1.3329,137.8228951,0.394580756,146.1,0.412,4.6145,176,-254.63,0.155205284,-0.239375472
2024-10-15,2,1,5815.26,1.3209,287.0464252,0.584499844,300.2,0.603,4.76965,157,15.26,0.457431627,-0.127068217
2024-10-07,10,3,5695.94,1.3483,43.92583986,0.231001453,25.7,0.248,4.80911,74,-304.06,0.106319211,-0.124682242
2024-11-22,5,3,5969.34,1.2949,141.9914431,0.455248483,150.25,0.476,4.77997,119,-130.66,0.319097607,-0.136150876
2024-08-27,6,1,5625.8,1.3662,46.08221886,0.186479633,53.2,0.207,4.92021,206,-574.2,0.248305374,0.06182574
2024-11-20,9,1,5917.11,1.3051,97.12612179,0.573843186,113.85,0.578,4.77309,30,17.11,0.508167304,-0.065675882
2024-11-29,11,3,6032.38,1.2809,31.41670131,0.347303731,34.7,0.371,4.79975,21,-67.62,0.070754419,-0.276549312
2024-11-22,12,3,5969.34,1.2949,8.819875825,0.109370595,8.4,0.109,4.77997,28,-230.66,0.040246545,-0.06912405
2024-11-04,1,1,5712.69,1.3391,267.0048723,0.576838124,282.95,0.594,4.74185,137,12.69,0.586906142,0.010068018
2024-08-19,5,1,5608.25,1.3698,71.13298233,0.250704169,77.15,0.266,5.01499,214,-491.75,-0.04409152,-0.294795689
2024-10-01,12,1,5708.75,1.3433,11.93276007,0.085824796,13.85,0.098,4.60149,80,-491.25,-0.517350958,-0.603175754
2024-10-10,7,1,5780.05,1.3278,230.1368207,0.624722687,240.8,0.635,4.7853,71,80.05,0.421358847,-0.203363839
2024-09-24,6,1,5732.93,1.336,61.49508005,0.233543107,66.85,0.247,4.61941,178,-467.07,0.13787466,-0.095668447
2024-10-29,11,1,5832.92,1.3131,30.21534434,0.202570452,34.65,0.222,4.76552,52,-267.08,0.295490886,0.092920434
2024-08-12,12,1,5344.39,1.4375,4.475057509,0.03086491,5.45,0.036,4.96403,130,-855.61,0.026161697,-0.004703213
2024-10-28,7,1,5823.52,1.3151,237.2404809,0.66814536,247.55,0.678,4.77389,53,123.52,0.979342097,0.311196737
2024-08-21,5,1,5620.85,1.3666,74.71641747,0.258404089,83.45,0.278,4.94072,212,-479.15,0.181480763,-0.076923326
2024-11-04,10,1,5712.69,1.3391,26.06410773,0.180019577,13.35,0.19,4.74185,46,-287.31,0.093761835,-0.086257742
2024-09-06,2,1,5408.42,1.4211,110.435144,0.322686839,117.45,0.34,4.84393,196,-391.58,0.366086204,0.043399365
2024-08-22,7,1,5570.64,1.3792,144.7268818,0.45681154,157.75,0.481,4.97371,120,-129.36,0.3466281,-0.110183439
2024-11-20,11,1,5917.11,1.3051,23.34397082,0.210500377,23.2,0.222,4.77309,30,-182.89,0.175230105,-0.035270272
2024-09-26,9,1,5745.37,1.3329,81.36933126,0.376728744,101.8,0.41,4.6145,85,-154.63,0.195693618,-0.181035126
2024-10-21,12,1,5853.98,1.311,18.05246662,0.135235867,20.7,0.148,4.79913,60,-346.02,0.919683687,0.78444782
2024-08-19,12,1,5608.25,1.3698,13.44855441,0.085188441,14.85,0.093,5.01499,123,-591.75,-0.035273216,-0.120461657
2024-11-13,4,1,5985.38,1.2904,215.4824989,0.561824024,232.3,0.591,4.73383,128,-14.62,0.804495956,0.242671931
2024-09-20,5,1,5702.55,1.3484,86.07687745,0.290686095,90.2,0.304,4.66994,182,-397.45,0.2024196,-0.088266495
2024-08-13,2,1,5434.43,1.4134,120.7803629,0.346784836,131.2,0.365,4.93515,220,-365.57,0.17259183,-0.174193006
2024-08-13,12,1,5434.43,1.4134,6.597308916,0.044159633,7.8,0.05,4.93515,129,-765.57,-0.036463063,-0.080622696
2024-08-21,10,1,5620.85,1.3666,45.85973157,0.220072984,29.75,0.236,4.94072,121,-379.15,0.091236231,-0.128836753
2024-11-04,4,1,5712.69,1.3391,105.5111131,0.345292552,114.6,0.362,4.74185,137,-287.31,0.350712207,0.005419655
2024-08-12,11,1,5344.39,1.4375,7.822283296,0.050267706,9.25,0.058,4.96403,130,-755.61,0.043973916,-0.006293789
2024-09-05,4,1,5503.41,1.3961,68.51168142,0.24143038,77.2,0.264,4.88116,197,-496.59,0.217444137,-0.023986244
2024-08-19,9,1,5608.25,1.3698,60.72120223,0.282401453,74.05,0.312,5.01499,123,-291.75,-0.057318976,-0.339720429
2024-10-02,7,1,5709.54,1.3455,192.5718526,0.559921185,206.75,0.574,4.59496,79,9.54,1.141678989,0.581757804
2024-08-29,1,1,5591.96,1.3743,226.8514475,0.52039716,249.5,0.549,4.99045,204,-108.04,0.363702135,-0.156695025
2024-08-20,1,1,5597.12,1.3721,240.0115303,0.527462312,257.65,0.549,4.9802,213,-102.88,0.559129396,0.031667084
2024-10-08,10,1,5751.13,1.3351,55.47720905,0.278235184,31.5,0.289,4.77619,73,-248.87,0.184283596,-0.093951588
2024-11-14,1,1,5949.17,1.2985,404.8725578,0.737685053,422.25,0.758,4.77487,127,249.17,0.65833875,-0.079346303
2024-10-10,1,1,5780.05,1.3278,338.7808322,0.622759244,353.1,0.639,4.7853,162,80.05,0.451558628,-0.171200616
2024-10-03,10,1,5699.94,1.3476,45.66310242,0.236394656,25.15,0.251,4.61384,78,-300.06,0.12962101,-0.106773645
2024-08-19,3,1,5608.25,1.3698,140.8994557,0.39353526,150.25,0.412,5.01499,214,-291.75,-0.026454912,-0.419990172
2024-10-18,6,3,5864.67,1.3086,91.22412628,0.315329745,97.4,0.333,4.78168,154,-335.33,0.441711808,0.126382064
2024-11-20,2,1,5917.11,1.3051,310.0419258,0.651894572,322.05,0.673,4.77309,121,117.11,0.643572385,-0.008322187
2024-11-13,11,1,5985.38,1.2904,44.10114075,0.331762203,48.65,0.353,4.73383,37,-114.62,0.477755277,0.145993075
2024-08-05,11,1,5186.33,1.4816,11.22092028,0.057021996,14.95,0.07,4.95853,137,-913.67,-0.10002374,-0.157045736
2024-11-27,5,2,5998.74,1.2879,144.1299541,0.476102301,153.45,0.501,4.72437,114,-101.26,0.549461951,0.07335965
2024-10-28,2,1,5823.52,1.3151,275.9361502,0.588405189,291.35,0.609,4.77389,144,23.52,0.821559204,0.233154015
2024-08-15,4,1,5543.22,1.3858,82.10308438,0.275991045,91.65,0.297,5.00198,218,-456.78,0.44828024,0.172289195
2024-10-25,9,3,5808.12,1.3187,84.06205492,0.422970969,103.45,0.443,4.77618,56,-91.88,0.568764879,0.145793909
2024-10-28,1,1,5823.52,1.3151,346.8774077,0.649266379,363.75,0.668,4.77389,144,123.52,0.979342097,0.330075718
2024-11-06,8,1,5929.04,1.2922,209.4847807,0.705850704,219.85,0.713,4.75551,44,129.04,0.628299146,-0.077551559
2024-11-05,4,1,5782.76,1.3243,127.9101779,0.397780946,139.1,0.417,4.75145,136,-217.24,0.463492645,0.065711698
2024-08-28,5,1,5592.18,1.3749,62.50040696,0.230618806,66.85,0.248,4.90451,205,-507.82,-8.70803546,-8.938654266
2024-11-07,3,1,5973.1,1.2938,281.240675,0.628584887,296.65,0.648,4.74561,134,73.1,0.562366883,-0.066218004
2024-08-16,7,3,5554.25,1.3829,134.4884473,0.442978134,144.15,0.463,4.99486,126,-145.75,0.395408126,-0.047570008
2024-11-27,11,2,5998.74,1.2879,23.93897088,0.274687431,25.15,0.285,4.72437,23,-101.26,0.287526665,0.012839234
2024-11-19,8,1,5916.98,1.3054,181.085895,0.70946573,184.7,0.719,4.7679,31,116.98,-31.85571521,-32.56518094
2024-08-07,5,1,5199.5,1.4786,23.88197091,0.097937427,27.25,0.112,4.85962,226,-900.5,0.09657633,-0.001361096
2024-09-11,12,1,5554.13,1.3846,7.159186594,0.051718815,8.4,0.059,4.86546,100,-645.87,0.042252433,-0.009466382
2024-10-17,10,1,5841.47,1.3139,74.08345068,0.358737361,43.25,0.375,4.79474,64,-158.53,0.121797955,-0.236939406
2024-08-08,6,1,5319.31,1.445,21.70797627,0.093767354,26.1,0.108,4.9504,225,-880.69,-0.125819685,-0.219587039
2024-09-19,3,1,5713.64,1.3462,169.0782691,0.44931507,182.7,0.47,4.7078,183,-186.36,0.747766523,0.298451453
2024-11-22,11,3,5969.34,1.2949,27.27202688,0.262177688,26.95,0.264,4.77997,28,-130.66,0.137988154,-0.124189534
2024-08-21,2,1,5620.85,1.3666,196.8669044,0.474330997,211.45,0.493,4.94072,212,-179.15,0.361969828,-0.112361169
2024-11-27,1,2,5998.74,1.2879,431.2034419,0.768505189,446.6,0.787,4.72437,114,298.74,0.888171372,0.119666184
2024-10-15,1,1,5815.26,1.3209,356.9353354,0.642917116,371.35,0.66,4.76965,157,115.26,0.514842074,-0.128075042
2024-10-15,3,1,5815.26,1.3209,223.4415068,0.517800363,234.9,0.537,4.76965,157,-84.74,0.416688729,-0.101111634
2024-08-06,4,1,5240.03,1.4665,41.1964478,0.150569394,44.25,0.162,4.95203,227,-759.97,0.101868235,-0.048701159
2024-11-21,10,1,5948.71,1.2982,67.68853868,0.440956,28.7,0.454,4.77303,29,-51.29,-0.085709983,-0.526665983
