Date,ID,Days until next hedge,S,Dividend,C_BS,D_BS,C_mkt,D_Blm,R,TTM,Moneyness,D_Optimal,Target
2024-10-28,12,1,5823.52,1.3151,12.47960665,0.102539466,14.7,0.115,4.77389,53,-376.48,0.206749998,0.104210533
2024-08-09,5,3,5344.16,1.4383,30.41770031,0.126896831,34.8,0.14,4.97276,224,-755.84,2.364611033,2.237714202
2024-11-12,11,1,5983.99,1.2925,46.87278189,0.337278134,50.5,0.357,4.7735,38,-116.01,-1.570384141,-1.907662275
2024-10-09,3,1,5792.04,1.3255,215.4737765,0.504142167,223.55,0.518,4.78852,163,-107.96,0.278690829,-0.225451338
2024-09-11,9,1,5554.13,1.3846,39.40447542,0.210640962,51.2,0.244,4.86546,100,-345.87,0.228163139,0.017522177
2024-10-24,5,1,5809.86,1.3193,105.1687841,0.347228759,113.35,0.369,4.77971,148,-290.14,0.717973793,0.370745034
2024-10-03,6,1,5699.94,1.3476,57.82756647,0.21808436,61.1,0.232,4.61384,169,-500.06,0.219962927,0.001878567
2024-11-05,6,1,5782.76,1.3243,58.24297433,0.23587402,64.6,0.252,4.75145,136,-417.24,0.287885756,0.052011737
2024-11-15,3,3,5870.62,1.3163,211.5787575,0.54743272,226.45,0.576,4.77039,126,-29.38,0.266071508,-0.281361211
2024-09-26,10,1,5745.37,1.3329,56.22875492,0.279038191,34.3,0.298,4.6145,85,-254.63,0.033740279,-0.245297912
2024-11-08,11,3,5995.54,1.2888,58.1612226,0.372094023,59.3,0.383,4.76595,42,-104.46,0.038652436,-0.333441586
2024-10-16,9,1,5842.47,1.3144,111.6756645,0.481558195,133,0.497,4.76916,65,-57.53,2.891718011,2.410159816
2024-11-26,1,1,6021.63,1.2827,452.1166067,0.778444074,471,0.797,4.73591,115,321.63,1.056240165,0.277796091
2024-11-19,3,1,5916.98,1.3054,236.6350739,0.583377366,247.65,0.606,4.7679,122,16.98,-31.85571521,-32.43909258
2024-11-07,7,1,5973.1,1.2938,325.8631553,0.829900051,334.6,0.835,4.74561,43,273.1,0.641098247,-0.188801805
2024-09-11,6,1,5554.13,1.3846,33.83521624,0.14586729,38.4,0.162,4.86546,191,-645.87,0.150901547,0.005034257
2024-09-11,7,1,5554.13,1.3846,121.7779045,0.424459244,129.2,0.441,4.86546,100,-145.87,0.44183973,0.017380486
2024-10-28,11,1,5823.52,1.3151,27.85139151,0.191477912,31.65,0.208,4.77389,53,-276.48,0.326447366,0.134969453
2024-11-26,7,1,6021.63,1.2827,344.426673,0.913926147,351.4,0.917,4.73591,24,321.63,1.119008536,0.205082389
2024-09-24,9,1,5732.93,1.336,74.98742832,0.360562452,95.4,0.393,4.61941,87,-167.07,0.261961855,-0.098600597
2024-08-08,2,1,5319.31,1.445,101.6444833,0.292613589,113.85,0.315,4.9504,225,-480.69,-0.304402463,-0.597016052
2024-10-11,9,3,5815.03,1.3204,106.4300432,0.452995936,123.25,0.468,4.78128,70,-84.97,0.634843925,0.181847989
2024-09-03,6,1,5528.93,1.3905,32.82018505,0.141048011,37.7,0.159,4.95311,199,-671.07,0.022050017,-0.118997994
2024-09-05,9,1,5503.41,1.3961,32.85248739,0.179826717,43.85,0.215,4.88116,106,-396.59,0.15861867,-0.021208047
2024-09-17,4,1,5634.58,1.3645,101.2634335,0.320419229,113.8,0.346,4.76338,185,-365.42,0.275256665,-0.045162565
2024-08-26,10,1,5616.84,1.3683,40.35486048,0.205174915,25.9,0.22,4.93872,116,-383.16,0.017144609,-0.188030305
2024-09-30,8,3,5762.48,1.3305,154.9068641,0.516716361,159.65,0.524,4.62877,81,-37.52,0.350478555,-0.166237807
2024-08-06,2,1,5240.03,1.4665,86.91968025,0.256388326,91.7,0.27,4.95203,227,-559.97,0.258966235,0.002577909
2024-11-01,1,3,5728.8,1.3364,286.232224,0.587217271,295.55,0.602,4.75678,140,28.8,0.752802681,0.165585411
2024-09-16,9,3,5633.09,1.3646,54.49647786,0.273024587,71.8,0.312,4.76414,95,-266.91,2.447360991,2.174336404
2024-10-31,2,1,5705.45,1.3411,212.5620936,0.503835538,221.75,0.529,4.7692,141,-94.55,0.347889767,-0.155945771
2024-10-25,3,3,5808.12,1.3187,209.1253789,0.508215893,215.4,0.523,4.77618,147,-91.88,0.650017004,0.141801111
2024-08-07,10,1,5199.5,1.4786,12.65542453,0.067251381,8.95,0.076,4.85962,135,-800.5,0.027593237,-0.039658143
2024-10-01,4,1,5708.75,1.3433,127.3372752,0.369085715,134.55,0.388,4.60149,171,-291.25,4.225032822,3.855947107
2024-11-08,5,3,5995.54,1.2888,170.8566016,0.489338428,179.2,0.511,4.76595,133,-104.46,0.280230164,-0.209108264
2024-09-20,9,1,5702.55,1.3484,70.95958629,0.336431225,86.35,0.367,4.66994,91,-197.45,0.208745212,-0.127686013
2024-11-22,8,3,5969.34,1.2949,216.288911,0.7807421,218.7,0.788,4.77997,28,169.34,0.82217942,0.04143732
2024-11-15,8,3,5870.62,1.3163,153.142036,0.644397007,159.7,0.663,4.77039,35,70.62,0.380102155,-0.264294852
2024-11-25,12,1,5987.37,1.2907,7.585617697,0.104528703,9.1,0.114,4.76095,25,-212.63,0.054336542,-0.050192161
2024-10-16,11,1,5842.47,1.3144,43.98775032,0.247746691,46.5,0.26,4.76916,65,-257.53,2.685166725,2.437420034
2024-10-01,5,1,5708.75,1.3433,88.71047689,0.293570118,94.4,0.311,4.60149,171,-391.25,2.931655428,2.63808531
2024-08-07,2,1,5199.5,1.4786,76.13181229,0.232952365,81.15,0.253,4.85962,226,-600.5,0.273423896,0.040471531
2024-11-07,1,1,5973.1,1.2938,432.642163,0.745291285,451.45,0.762,4.74561,134,273.1,0.650096117,-0.095195168
2024-08-26,8,1,5616.84,1.3683,106.219022,0.395348565,113.35,0.412,4.93872,116,-183.16,0.342892184,-0.052456381
2024-11-14,9,1,5949.17,1.2985,115.8593961,0.646655538,132.85,0.639,4.77487,36,49.17,0.516767351,-0.129888187
2024-10-14,10,1,5859.85,1.3103,87.95352816,0.389672706,57.45,0.406,4.78585,67,-140.15,0.316973087,-0.07269962
2024-11-01,2,3,5728.8,1.3364,221.8717653,0.519770099,229.8,0.535,4.75678,140,-71.2,0.702018373,0.182248275
2024-11-04,9,1,5712.69,1.3391,44.40157187,0.279059687,59.5,0.311,4.74185,46,-187.31,0.327092813,0.048033127
2024-09-10,12,1,5495.52,1.3981,5.298477974,0.039363992,6.3,0.046,4.83428,101,-704.48,0.035960592,-0.0034034
2024-09-11,5,1,5554.13,1.3846,52.26712071,0.201930153,58.6,0.22,4.86546,191,-545.87,0.211262166,0.009332013
2024-11-19,5,1,5916.98,1.3054,122.8427429,0.410319904,130.6,0.434,4.7679,122,-183.02,-17.15307742,-17.56339733
2024-11-20,5,1,5917.11,1.3051,125.8531645,0.412152895,132,0.435,4.77309,121,-182.89,0.418959251,0.006806355
2024-09-24,10,1,5732.93,1.336,50.61909383,0.26259814,31.45,0.28,4.61941,87,-267.07,0.13787466,-0.12472348
2024-11-04,3,1,5712.69,1.3391,150.0092465,0.427188747,161.5,0.445,4.74185,137,-187.31,0.438748128,0.011559381
2024-10-15,7,1,5815.26,1.3209,248.1609422,0.655902539,257.35,0.665,4.76965,66,115.26,0.487062825,-0.168839714
2024-08-29,6,1,5591.96,1.3743,39.14489212,0.165722582,47.45,0.191,4.99045,204,-608.04,0.100484942,-0.06523764
2024-11-18,8,1,5893.62,1.3109,161.8375124,0.683845179,168.2,0.697,4.76812,32,93.62,0.712820111,0.028974932
2024-11-01,4,3,5728.8,1.3364,117.6382344,0.364462086,122.95,0.379,4.75678,140,-271.2,0.498881142,0.134419056
2024-10-07,12,3,5695.94,1.3483,10.55146893,0.077898983,12.7,0.088,4.80911,74,-504.06,0.052243061,-0.025655922
2024-10-18,3,3,5864.67,1.3086,240.9776352,0.55244517,251.5,0.571,4.78168,154,-35.33,0.565391114,0.012945944
2024-08-27,10,1,5625.8,1.3662,40.06656381,0.20679621,26.05,0.226,4.92021,115,-374.2,0.171448949,-0.035347262
2024-08-13,11,1,5434.43,1.4134,11.39124495,0.070726097,13.2,0.079,4.93515,129,-665.57,-0.046186546,-0.116912644
2024-08-08,12,1,5319.31,1.445,6.169405066,0.038269494,7.45,0.045,4.9504,134,-880.69,-0.052763094,-0.091032588
2024-09-11,2,1,5554.13,1.3846,155.3982625,0.415010071,167.1,0.434,4.86546,191,-245.87,0.43701088,0.022000809
2024-10-17,9,1,5841.47,1.3139,106.3061925,0.478302908,129.5,0.499,4.79474,64,-58.53,0.330594449,-0.147708459
2024-11-26,8,1,6021.63,1.2827,250.6235013,0.86072235,256.65,0.866,4.73591,24,221.63,1.062733445,0.202011094
2024-10-29,2,1,5832.92,1.3131,280.6259486,0.594520918,298.9,0.618,4.76552,143,32.92,0.981543639,0.387022721
2024-12-02,4,1,6047.15,1.2774,228.9168424,0.613160336,243.8,0.639,4.78404,109,47.15,0.754484873,0.141324537
2024-09-30,7,3,5762.48,1.3305,221.0502685,0.611684428,225.95,0.617,4.62877,81,62.48,0.420390288,-0.19129414
2024-09-09,3,3,5471.05,1.4044,88.51227055,0.286515838,100.8,0.308,4.85278,193,-428.95,0.159424809,-0.127091029
2024-11-11,11,1,6001.35,1.2884,56.09416877,0.373190643,59.5,0.389,4.76371,39,-98.65,0.512201117,0.139010473
2024-08-20,8,1,5597.12,1.3721,105.2866739,0.3848026,114.45,0.409,4.9802,122,-202.88,0.406059752,0.021257152
2024-08-23,12,3,5634.61,1.3637,15.87307398,0.097031917,17.55,0.105,4.93002,119,-565.39,0.149460357,0.05242844
2024-10-14,7,1,5859.85,1.3103,278.5965273,0.695378181,293.8,0.704,4.78585,67,159.85,0.813638662,0.118260481
2024-09-10,11,1,5495.52,1.3981,9.958983364,0.067710653,11.65,0.077,4.83428,101,-604.48,0.065927753,-0.0017829
2024-11-11,9,1,6001.35,1.2884,162.4301535,0.717912314,180.15,0.7,4.76371,39,101.35,0.796757292,0.078844979
2024-09-05,6,1,5503.41,1.3961,28.73290204,0.127232672,33.9,0.145,4.88116,197,-696.59,0.105045477,-0.022187196
2024-08-09,8,3,5344.16,1.4383,45.78521076,0.201094974,48.9,0.212,4.97276,133,-455.84,3.609143156,3.408048181
2024-08-12,9,1,5344.39,1.4375,21.84014259,0.1197672,28.3,0.144,4.96403,130,-555.61,0.125242167,0.005474967
2024-11-05,1,1,5782.76,1.3243,305.990516,0.625459889,323.95,0.644,4.75145,136,82.76,0.677438659,0.051978769
2024-10-25,4,3,5808.12,1.3187,153.5977595,0.430622547,158.75,0.446,4.77618,147,-191.88,0.538295332,0.107672784
2024-08-07,9,1,5199.5,1.4786,19.07709235,0.095587836,22.95,0.114,4.85962,135,-700.5,0.094485934,-0.001101902
2024-08-20,12,1,5597.12,1.3721,13.04538856,0.08238319,15.25,0.095,4.9802,122,-602.88,0.07866079,-0.0037224
2024-09-27,9,1,5738.17,1.335,81.61337687,0.371104229,100.35,0.399,4.59072,84,-161.83,0.168055098,-0.203049131
2024-09-25,5,1,5722.26,1.3381,88.69881105,0.299174473,96.2,0.318,4.61325,177,-377.74,0.344987551,0.045813078
2024-09-26,1,1,5745.37,1.3329,311.4704586,0.605218315,324.75,0.622,4.6145,176,45.37,0.41837946,-0.186838855
2024-11-21,12,1,5948.71,1.2982,9.95441286,0.111698646,9.9,0.117,4.77303,29,-251.29,-0.0734657,-0.185164346
2024-10-08,2,1,5751.13,1.3351,255.265575,0.544247334,265.85,0.559,4.77619,164,-48.87,0.530736757,-0.013510576
2024-10-23,8,1,5797.42,1.3226,154.2094341,0.544322346,163.4,0.559,4.79683,58,-2.58,0.441555979,-0.102766366
2024-08-12,10,1,5344.39,1.4375,13.97069484,0.081708948,9.25,0.092,4.96403,130,-655.61,0.043973916,-0.037735032
2024-09-20,8,1,5702.55,1.3484,127.1384528,0.459446889,134.05,0.476,4.66994,91,-97.45,0.328931849,-0.13051504
2024-09-27,6,1,5738.17,1.335,68.0958555,0.2451268,71.2,0.256,4.59072,175,-461.83,0.064317383,-0.180809417
2024-10-21,11,1,5853.98,1.311,37.86251514,0.236129278,42.1,0.252,4.79913,60,-246.02,1.504936943,1.268807665
2024-09-06,4,1,5408.42,1.4211,51.91007986,0.192759504,56.5,0.208,4.84393,196,-591.58,0.21148087,0.018721367
2024-11-22,3,3,5969.34,1.2949,266.2760771,0.624226985,278.7,0.644,4.77997,119,69.34,0.540453605,-0.08377338
2024-08-27,9,1,5625.8,1.3662,59.5892365,0.285502595,74.75,0.321,4.92021,115,-274.2,0.396106192,0.110603597
2024-08-13,10,1,5434.43,1.4134,20.43211218,0.113787894,13.2,0.125,4.93515,129,-565.57,-0.046186546,-0.15997444
2024-08-29,3,1,5591.96,1.3743,125.2428237,0.371852873,142.2,0.403,4.99045,204,-308.04,0.252546226,-0.119306647
2024-08-15,11,1,5543.22,1.3858,18.26613682,0.107518361,20.5,0.118,5.00198,127,-556.78,0.101671807,-0.005846554
2024-10-23,6,1,5797.42,1.3226,68.19092964,0.259465166,74.55,0.278,4.79683,149,-402.58,0.122654439,-0.136810727
2024-11-04,12,1,5712.69,1.3391,5.055028174,0.047390085,5.95,0.053,4.74185,46,-487.31,0.041512873,-0.005877211
2024-08-15,2,1,5543.22,1.3858,158.2760264,0.42033891,171.8,0.441,5.00198,218,-256.78,0.720945541,0.300606631
2024-08-27,4,1,5625.8,1.3662,100.3832298,0.322174896,111.65,0.346,4.92021,206,-374.2,0.437490421,0.115315525
2024-09-27,2,1,5738.17,1.335,247.2464435,0.535983876,254.3,0.549,4.59072,175,-61.83,0.336110196,-0.19987368
2024-10-08,3,1,5751.13,1.3351,195.3302028,0.475222451,204.6,0.49,4.77619,164,-148.87,0.46562322,-0.009599231
2024-10-08,7,1,5751.13,1.3351,215.4262918,0.597937232,222.95,0.604,4.77619,73,51.13,0.570050591,-0.02788664
2024-08-23,2,3,5634.61,1.3637,200.2534546,0.482399395,214,0.499,4.93002,210,-165.39,0.717409713,0.235010318
2024-08-23,4,3,5634.61,1.3637,108.5877427,0.33493274,118.8,0.353,4.93002,210,-365.39,0.516317597,0.181384857
2024-09-13,12,1,5626.02,1.3662,10.49904519,0.072497824,12.1,0.08,4.83545,98,-573.98,0.029158104,-0.04333972
2024-10-30,5,1,5813.67,1.3177,106.093506,0.348431291,112.2,0.374,4.78509,142,-286.33,0.290520802,-0.057910489
2024-10-02,8,1,5709.54,1.3455,131.3601227,0.461248758,143.3,0.478,4.59496,79,-90.46,0.907227054,0.445978296
2024-09-16,7,3,5633.09,1.3646,156.4737211,0.496802198,167.4,0.515,4.76414,95,-66.91,3.437959487,2.941157289
2024-09-11,11,1,5554.13,1.3846,13.59875411,0.088714178,15.5,0.099,4.86546,100,-545.87,0.080883229,-0.007830948
2024-08-27,3,1,5625.8,1.3662,140.6088485,0.398036806,154.05,0.421,4.92021,206,-274.2,0.548341034,0.150304228
2024-11-05,10,1,5782.76,1.3243,37.66400606,0.244967178,19.9,0.257,4.75145,45,-217.24,0.166706734,-0.078260444
2024-08-29,12,1,5591.96,1.3743,9.341076698,0.06536517,11.6,0.079,4.99045,113,-608.04,0.034680644,-0.030684526
2024-09-10,3,1,5495.52,1.3981,94.99649437,0.301577322,104.6,0.321,4.83428,192,-404.48,0.303096422,0.0015191
2024-09-17,9,1,5634.58,1.3645,55.88183334,0.27615622,73.9,0.319,4.76338,94,-265.42,0.248033478,-0.028122742
2024-11-21,8,1,5948.71,1.2982,205.7360684,0.743809988,206.75,0.754,4.77303,29,148.71,0.585276743,-0.158533245
2024-10-16,12,1,5842.47,1.3144,22.60745637,0.151095305,24.35,0.161,4.76916,65,-357.53,2.272064152,2.120968847
2024-09-06,11,1,5408.42,1.4211,7.958105457,0.053217193,8.6,0.059,4.84393,105,-691.58,0.041655323,-0.01156187
2024-11-14,5,1,5949.17,1.2985,135.9340314,0.441140371,146,0.466,4.77487,127,-150.83,0.377100499,-0.064039872
2024-11-18,4,1,5893.62,1.3109,159.1102566,0.479873087,170.85,0.507,4.76812,123,-106.38,0.57457621,0.094703123
2024-11-12,3,1,5983.99,1.2925,284.5635044,0.636317071,299.8,0.661,4.7735,129,83.99,1.952369472,1.316052402
2024-08-21,8,1,5620.85,1.3666,115.7601377,0.40722416,124,0.425,4.94072,121,-179.15,0.31238492,-0.09483924
2024-08-07,8,1,5199.5,1.4786,34.82669969,0.14978453,36.8,0.164,4.85962,135,-600.5,0.151344726,0.001560195
2024-09-23,10,3,5718.57,1.3397,48.13134609,0.251443565,29.7,0.27,4.64276,88,-281.43,0.127469554,-0.12397401
2024-10-30,7,1,5813.67,1.3177,229.2607653,0.658505405,234.9,0.675,4.78509,51,113.67,0.599948513,-0.058556892
2024-10-18,5,3,5864.67,1.3086,131.4287912,0.396977522,139.2,0.416,4.78168,154,-235.33,0.521219933,0.124242412
2024-11-25,9,1,5987.37,1.2907,125.2341773,0.746788953,147.45,0.712,4.76095,25,87.37,0.615324626,-0.131464328
2024-10-17,12,1,5841.47,1.3139,19.51953915,0.138950653,21.6,0.15,4.79474,64,-358.53,0.076123722,-0.062826931
2024-09-18,7,1,5618.26,1.3686,147.224705,0.480778243,163.3,0.506,4.73875,93,-81.74,0.442385973,-0.03839227
2024-08-13,7,1,5434.43,1.4134,92.42465964,0.339257995,99.15,0.356,4.93515,129,-265.57,0.089942221,-0.249315774
2024-08-26,5,1,5616.84,1.3683,69.05739184,0.248010375,76.9,0.267,4.93872,207,-483.16,0.177160962,-0.070849414
2024-08-28,6,1,5592.18,1.3749,41.4352078,0.170479134,44.8,0.186,4.90451,205,-607.82,-6.153678392,-6.324157525
2024-08-30,12,3,5648.4,1.3606,12.61409552,0.084948975,13.55,0.09,4.96967,112,-551.6,0.043717843,-0.041231132
2024-10-03,12,1,5699.94,1.3476,11.24922027,0.081589853,12.3,0.09,4.61384,78,-500.06,0.067756437,-0.013833416
2024-10-24,10,1,5809.86,1.3193,55.16985161,0.304556199,29.05,0.322,4.77971,57,-190.14,0.43591266,0.131356461
2024-08-28,12,1,5592.18,1.3749,10.72286136,0.071585086,11.2,0.079,4.90451,114,-607.82,-0.928857116,-1.000442201
2024-11-01,12,3,5728.8,1.3364,6.937652974,0.060439248,7.2,0.062,4.75678,49,-471.2,0.074682806,0.014243558
2024-10-29,7,1,5832.92,1.3131,242.1183236,0.677620763,256.55,0.692,4.76552,52,132.92,1.112587423,0.43496666
2024-11-13,12,1,5985.38,1.2904,18.25023065,0.173524228,20.6,0.19,4.73383,37,-214.62,0.248487659,0.07496343
2024-09-20,7,1,5702.55,1.3484,186.1925339,0.561045118,193.95,0.576,4.66994,91,2.55,0.461769712,-0.099275406
2024-09-16,6,3,5633.09,1.3646,45.88488389,0.184396513,52.45,0.203,4.76414,186,-566.91,1.981196993,1.796800479
2024-08-12,7,1,5344.39,1.4375,69.49378205,0.272517924,75.4,0.291,4.96403,130,-355.61,0.26440013,-0.008117794
2024-11-13,6,1,5985.38,1.2904,109.8865965,0.383904834,120.95,0.413,4.73383,128,-214.62,0.571109757,0.187204923
2024-10-09,12,1,5792.04,1.3255,18.69684429,0.126441557,20.05,0.133,4.78852,72,-407.96,0.065574313,-0.060867244
2024-11-05,12,1,5782.76,1.3243,7.326895115,0.06774459,8.85,0.074,4.75145,45,-417.24,0.087632287,0.019887698
2024-08-19,1,1,5608.25,1.3698,244.8309277,0.536087218,257.45,0.554,5.01499,214,-91.75,-0.017636608,-0.553723826
2024-08-06,12,1,5240.03,1.4665,5.719491329,0.034157917,6.05,0.037,4.95203,136,-959.97,0.002454656,-0.031703261
2024-08-20,6,1,5597.12,1.3721,46.01845443,0.182271012,53.25,0.204,4.9802,213,-602.88,0.182833187,0.000562175
2024-09-25,4,1,5722.26,1.3381,126.8833686,0.376114241,136.2,0.396,4.61325,177,-277.74,0.432326172,0.05621193
2024-09-04,1,1,5520.07,1.3929,201.7849096,0.469220102,215.3,0.483,4.89094,198,-179.93,0.732068103,0.262848001
2024-08-30,7,3,5648.4,1.3606,167.2989745,0.523136543,173.3,0.532,4.96967,112,-51.6,0.382218858,-0.140917686
2024-10-07,3,3,5695.94,1.3483,172.1211096,0.437567035,184.3,0.457,4.80911,165,-204.06,0.372117238,-0.065449797
2024-08-16,9,3,5554.25,1.3829,49.19900298,0.239061044,62.45,0.272,4.99486,126,-345.75,0.217380771,-0.021680273
2024-10-17,4,1,5841.47,1.3139,174.2961484,0.461463873,184.35,0.482,4.79474,155,-158.53,0.289270143,-0.17219373
2024-10-25,11,3,5808.12,1.3187,28.09839802,0.187544852,28.2,0.192,4.77618,56,-291.88,0.233599861,0.046055008
2024-10-08,8,1,5751.13,1.3351,150.095094,0.502790689,156.65,0.511,4.77619,73,-48.87,0.475451678,-0.02733901
2024-10-22,9,1,5851.2,1.3109,102.3700537,0.485769365,123.05,0.502,4.7952,59,-48.8,0.362116092,-0.123653272
2024-09-26,6,1,5745.37,1.3329,66.54445361,0.244855196,71.45,0.26,4.6145,176,-454.63,0.033740279,-0.211114917
2024-10-10,5,1,5780.05,1.3278,111.1162194,0.343825362,119,0.361,4.7853,162,-319.95,0.274674197,-0.069151165
2024-11-06,6,1,5929.04,1.2922,97.19745407,0.344811778,106.65,0.364,4.75551,135,-270.96,0.332964339,-0.011847439
2024-10-30,3,1,5813.67,1.3177,206.4869756,0.51005059,215.1,0.536,4.78509,142,-86.33,0.460682986,-0.049367604
2024-11-19,4,1,5916.98,1.3054,174.6096466,0.500993844,184.15,0.525,4.7679,122,-83.02,-20.21612696,-20.71712081
2024-08-20,2,1,5597.12,1.3721,184.3277036,0.458141081,200,0.482,4.9802,213,-202.88,0.486846508,0.028705427
2024-10-25,12,3,5808.12,1.3187,12.53499915,0.100556481,12.65,0.104,4.77618,56,-391.88,0.138805714,0.038249233
2024-10-23,7,1,5797.42,1.3226,223.0421011,0.644604608,234.05,0.657,4.79683,58,97.42,0.535591049,-0.109013559
2024-09-05,12,1,5503.41,1.3961,6.106484714,0.04406067,7.45,0.052,4.88116,106,-696.59,0.025210914,-0.018849755
2024-09-18,8,1,5618.26,1.3686,97.70070423,0.378755503,110.95,0.406,4.73875,93,-181.74,0.348339549,-0.030415954
2024-10-08,4,1,5751.13,1.3351,143.847464,0.400378091,151.65,0.415,4.77619,164,-248.87,0.394366896,-0.006011195
2024-10-22,7,1,5851.2,1.3109,258.3712857,0.697113035,262.45,0.704,4.7952,59,151.2,0.526040768,-0.171072267
2024-09-25,1,1,5722.26,1.3381,295.3159923,0.591379157,310.3,0.61,4.61325,177,22.26,0.631021533,0.039642376
2024-08-09,11,3,5344.16,1.4383,9.058198477,0.055731154,10.1,0.061,4.97276,133,-755.84,2.115704608,2.059973454
2024-09-10,4,1,5495.52,1.3981,64.84250065,0.23268236,72.6,0.251,4.83428,192,-504.48,0.233743851,0.001061491
2024-08-13,1,1,5434.43,1.4134,164.2004831,0.417617827,176.05,0.436,4.93515,220,-265.57,0.250379697,-0.16723813
2024-11-26,2,1,6021.63,1.2827,370.2036815,0.727940957,386.65,0.748,4.73591,115,221.63,0.971827529,0.243886571
2024-10-29,4,1,5832.92,1.3131,159.1185571,0.446166001,171,0.471,4.76552,143,-167.08,0.634663034,0.188497032
2024-11-12,8,1,5983.99,1.2925,241.0096096,0.777903795,246.9,0.788,4.7735,38,183.99,0.933741922,0.155838127
2024-08-16,10,3,5554.25,1.3829,33.42502507,0.173203778,21.6,0.189,4.99486,126,-445.75,0.088076692,-0.085127086
2024-11-11,7,1,6001.35,1.2884,345.7676806,0.856210879,353.25,0.859,4.76371,39,301.35,1.030093357,0.173882478
2024-08-21,1,1,5620.85,1.3666,254.5092242,0.542213732,270.8,0.559,4.94072,212,-79.15,0.423455114,-0.118758619
2024-11-15,12,3,5870.62,1.3163,5.559510939,0.0653735,6.2,0.071,4.77039,35,-329.38,-0.00894358,-0.07431708
2024-10-28,3,1,5823.52,1.3151,211.3293914,0.5180264,225,0.54,4.77389,144,-76.48,0.549519732,0.031493332
2024-09-27,10,1,5738.17,1.335,57.43232337,0.27761842,34.05,0.29,4.59072,84,-261.83,0.008299017,-0.269319403
2024-10-22,11,1,5851.2,1.3109,35.92898055,0.229210357,37.6,0.241,4.7952,59,-248.8,0.159294036,-0.069916321
2024-08-20,11,1,5597.12,1.3721,23.31194904,0.131946055,26.8,0.149,4.9802,122,-502.88,0.12543207,-0.006513985
2024-10-11,1,3,5815.03,1.3204,361.9384387,0.642579356,368.8,0.656,4.78128,161,115.03,0.873617665,0.231038308
2024-08-28,3,1,5592.18,1.3749,129.0574877,0.373976393,135.5,0.392,4.90451,205,-307.82,-15.55835669,-15.93233308
2024-11-27,10,2,5998.74,1.2879,69.6009793,0.534143628,25.15,0.547,4.72437,23,-1.26,0.287526665,-0.246616963
2024-09-26,11,1,5745.37,1.3329,30.81954919,0.181303147,34.3,0.198,4.6145,85,-354.63,0.033740279,-0.147562868
2024-08-20,3,1,5597.12,1.3721,136.9840788,0.385045431,150.55,0.41,4.9802,213,-302.88,0.406059752,0.02101432
2024-11-01,9,3,5728.8,1.3364,53.50067872,0.310259805,68,0.338,4.75678,49,-171.2,0.507843079,0.197583274
2024-09-27,4,1,5738.17,1.335,139.7311913,0.391953759,144.95,0.405,4.59072,175,-261.83,0.186727887,-0.205225873
2024-08-20,5,1,5597.12,1.3721,68.40112864,0.243182257,77.65,0.267,4.9802,213,-502.88,0.246612205,0.003429948
2024-11-19,7,1,5916.98,1.3054,263.9945617,0.80697218,267.7,0.813,4.7679,31,216.98,-32.46832512,-33.2752973
2024-09-16,1,3,5633.09,1.3646,247.4799986,0.538070629,263.2,0.556,4.76414,186,-66.91,5.244344981,4.706274352
2024-10-16,2,1,5842.47,1.3144,302.3621003,0.602038014,312.55,0.619,4.76916,156,42.47,1.611100035,1.009062021
2024-09-18,9,1,5618.26,1.3686,51.07642786,0.258952974,69.8,0.303,4.73875,93,-281.74,0.264801105,0.005848131
2024-11-25,4,1,5987.37,1.2907,201.5534143,0.560564823,217.25,0.584,4.76095,116,-12.63,0.506651541,-0.053913282
2024-09-09,8,3,5471.05,1.4044,56.70643453,0.254194284,65.3,0.275,4.85278,102,-328.95,0.119568607,-0.134625678
2024-11-11,8,1,6001.35,1.2884,257.4437278,0.789886627,263.1,0.795,4.76371,39,201.35,0.92196201,0.132075383
2024-10-08,5,1,5751.13,1.3351,101.5058492,0.323326997,107.85,0.338,4.77619,164,-348.87,0.321882015,-0.001444982
2024-08-06,5,1,5240.03,1.4665,27.20294661,0.109598599,29.9,0.12,4.95203,227,-859.97,0.065048391,-0.044550208
2024-09-18,10,1,5618.26,1.3686,34.26457858,0.185359224,22.9,0.208,4.73875,93,-381.74,0.114011587,-0.071347637
2024-11-18,5,1,5893.62,1.3109,110.2713431,0.387052744,119.55,0.414,4.76812,123,-206.38,0.477373468,0.090320724
2024-08-20,4,1,5597.12,1.3721,98.52805225,0.312089344,109.95,0.337,4.9802,213,-402.88,0.316769126,0.004679782
2024-08-27,1,1,5625.8,1.3662,247.7275937,0.543186339,265.1,0.563,4.92021,206,-74.2,0.765608236,0.222421897
2024-08-05,3,1,5186.33,1.4816,64.13361361,0.197464432,79.3,0.225,4.95853,228,-713.67,-0.269222777,-0.466687208
2024-10-22,12,1,5851.2,1.3109,16.75072841,0.128811693,17.95,0.139,4.7952,59,-348.8,0.088908299,-0.039903395
2024-11-15,6,3,5870.62,1.3163,70.31218123,0.282979979,77.7,0.307,4.77039,126,-329.38,0.084964011,-0.198015968
2024-11-12,12,1,5983.99,1.2925,20.19410264,0.182441076,22.25,0.199,4.7735,38,-216.01,-1.400612882,-1.583053959
2024-09-30,5,3,5762.48,1.3305,102.4697839,0.328695703,106.4,0.34,4.62877,172,-337.52,0.220773893,-0.10792181
