,Moneyness,TTM,D_BS
0,0.6958119030124909,0.8,0.553272947719841
1,0.47024246877296105,0.8142857142857144,0.3112970487950518
2,0.4650991917707568,0.5523809523809524,0.2680009154632538
3,0.6811168258633358,0.13333333333333336,0.43799622017558903
4,0.20940484937545922,0.4,0.006643883077259195
5,0.5576781778104335,0.7523809523809525,0.39714215458086854
6,0.8912564290962527,0.4571428571428572,0.7463606069236378
7,0.32916972814107276,0.5285714285714286,0.09161249360038909
8,0.5606171932402645,0.48571428571428577,0.3457443187812479
9,0.3776634827332844,0.719047619047619,0.205097087444666
10,0.8060249816311535,0.5619047619047619,0.6483608740686774
11,0.7523879500367376,0.6190476190476191,0.5992549356660803
12,0.3100661278471712,0.8476190476190477,0.17754120652608532
13,0.7075679647318148,0.05238095238095239,0.44760288380413144
14,0.9426891991182953,0.047619047619047644,0.9001193719932349
15,0.3747244673034533,0.7000000000000001,0.20511276691167016
16,0.908155767817781,0.02857142857142858,0.9043490763284743
17,0.7252020573108009,0.5523809523809524,0.5703478154730032
18,0.5951506245407788,0.2666666666666667,0.3107337870649733
19,0.6377663482733285,0.6333333333333334,0.47648300506488567
20,0.6355620867009552,0.6285714285714286,0.47283049553224304
21,0.7332843497428362,0.09523809523809526,0.5301991550623576
22,0.7443056576047024,0.4571428571428572,0.5878801743837894
23,0.8626010286554004,0.6666666666666667,0.6960935392476567
24,0.6891991182953711,0.1666666666666667,0.4459022611752169
25,0.3769287288758266,0.9904761904761906,0.2849027117145276
26,0.47685525349008084,0.36190476190476195,0.1850120884555836
27,0.3967670830271859,0.8952380952380953,0.24018713941129435
28,0.659808963997061,0.09523809523809526,0.33479138630189226
29,0.7590007347538574,0.33333333333333337,0.5944264606676456
30,0.38354151359294636,0.9333333333333335,0.24059057938755588
31,0.5753122703894196,0.047619047619047644,0.086806047110594
32,0.39897134459955913,0.580952380952381,0.19846228017825218
33,0.8545187362233652,0.08571428571428572,0.7914936208257147
34,0.7472446730345335,0.780952380952381,0.6000700895025105
35,0.6847905951506246,0.7904761904761906,0.540978909406392
36,0.6193975018368847,0.580952380952381,0.45150627351361033
37,0.8346803820720059,0.02857142857142858,0.8606732343996902
38,0.4298310066127847,0.8333333333333334,0.27955712223619555
39,0.6377663482733285,0.5142857142857143,0.44980316023237304
40,0.4650991917707568,0.9857142857142859,0.35665999266871207
41,0.6142542248346804,0.7571428571428572,0.46090549594392427
42,0.2828802351212344,0.919047619047619,0.15424817226651086
43,0.6282145481263777,0.21904761904761907,0.3581410907905097
44,0.3813372520205731,0.1523809523809524,0.028423537575405257
45,0.5216752387950037,0.8285714285714286,0.3750689262732115
46,0.29831006612784716,0.45238095238095244,0.03892390906125886
47,0.9279941219691403,0.48571428571428577,0.760465776009541
48,0.29390154298310067,1.0000000000000002,0.24126320349581995
49,0.29390154298310067,0.5666666666666667,0.15894864579794818
50,0.9889786921381337,0.4476190476190477,0.8272835547998383
51,0.15650257163850112,0.9904761904761906,0.11466873526531335
52,0.0,0.5666666666666667,0.00926199390709187
53,0.6340925789860397,0.5190476190476191,0.447803497198373
54,0.7325495958853784,0.1285714285714286,0.5326755413552514
55,0.665686994856723,0.4571428571428572,0.4791879068042338
56,0.6877296105804556,0.02857142857142858,0.3367321593904934
57,0.3232916972814107,0.8952380952380953,0.1707081024223523
58,0.4834680382072006,0.9666666666666667,0.3599214589057023
59,0.668626010286554,0.5476190476190477,0.5002476224166551
60,0.43644379132990446,0.6857142857142857,0.26010264020658286
61,0.5767817781043351,0.919047619047619,0.4464092433028073
62,0.8559882439382807,0.19523809523809524,0.7263263937390627
63,0.23659074210139608,0.8476190476190477,0.11997152556563426
64,0.4650991917707568,0.33333333333333337,0.14217675844640318
65,0.47685525349008084,0.9142857142857143,0.3322393718789414
66,0.33651726671565024,0.5333333333333333,0.09811855405387221
67,0.5187362233651727,0.6904761904761905,0.35177954257656546
68,0.46583394562821456,0.42380952380952386,0.18061779324065075
69,0.6105804555473916,0.49523809523809526,0.41426786254335085
70,0.5099191770756797,0.2523809523809524,0.1850847352019078
71,0.6855253490080823,0.7666666666666667,0.538456974316256
72,0.3100661278471712,0.9333333333333335,0.173275313197571
73,0.8420279206465834,0.4476190476190477,0.7052967182879912
74,0.2556943423952976,0.9619047619047619,0.14029034338230773
75,0.6377663482733285,0.9476190476190477,0.5113710965741113
76,0.5437178545187362,0.8142857142857144,0.39304586934386976
77,0.461425422483468,0.15714285714285717,0.0783178136822798
78,0.9647318148420279,0.4571428571428572,0.8040079289922137
79,0.5767817781043351,0.08095238095238097,0.13801398182358277
80,0.4570168993387215,0.6142857142857143,0.2605111670328266
81,0.4298310066127847,0.4,0.13627842042398794
82,0.807494489346069,0.5238095238095238,0.6613627059374763
83,0.5312270389419544,0.7285714285714286,0.36940109600148974
84,0.6355620867009552,0.7142857142857143,0.4855422289709627
85,0.6825863335782513,0.22857142857142862,0.4557061738043869
86,0.3012490815576782,0.8285714285714286,0.1546951730881606
87,0.31741366642174873,0.7904761904761906,0.1566100897455043
88,0.6891991182953711,0.6,0.5314628972528704
89,0.6517266715650257,0.11904761904761907,0.3356158781803647
90,0.3438648052902278,0.8238095238095239,0.18751975533955542
91,0.5922116091109478,0.2571428571428571,0.31681297321319635
92,0.8927259368111682,0.1,0.8272729915614152
93,0.6223365172667157,0.3285714285714286,0.36012696546879314
94,0.7428361498897869,0.1904761904761905,0.5600754175616701
95,0.9279941219691403,0.05238095238095239,0.8696251230509009
96,0.3923585598824394,0.42380952380952386,0.11766105545366995
97,0.4650991917707568,0.7666666666666667,0.29129782334548854
98,0.565025716385011,0.9571428571428572,0.4343512848809628
99,0.8809698750918442,0.5238095238095238,0.7309150621162268
100,0.7905951506245408,0.30000000000000004,0.633371846572744
101,0.23291697281410728,0.8523809523809525,0.10624170616312795
102,0.6928728875826597,0.12380952380952384,0.44048083900473217
103,0.4548126377663483,0.5857142857142857,0.26309664041555386
104,0.4481998530492285,0.3857142857142858,0.1563332682659028
105,0.7545922116091109,0.13333333333333336,0.5706273038765206
106,0.39162380602498165,0.5523809523809524,0.18856419499458701
107,0.9044819985304923,0.05714285714285716,0.8365416914057137
108,0.3232916972814107,0.46190476190476193,0.057388581484408806
109,0.38354151359294636,0.41428571428571426,0.11112212796477203
110,0.3967670830271859,0.38095238095238104,0.10102085168684222
111,0.6906686260102866,0.38095238095238104,0.5036767392600019
112,0.9647318148420279,0.023809523809523822,0.9511695458067096
113,0.6047024246877296,0.2952380952380953,0.32817466972377896
114,0.3299044819985305,0.7952380952380953,0.1695850238749318
115,0.35635562086700956,0.4,0.08201467728247899
116,0.6958119030124909,0.5952380952380952,0.538566515142227
117,0.30345334313005146,0.5571428571428572,0.130780298348637
118,0.7252020573108009,0.11904761904761907,0.5153974041648941
119,0.5951506245407788,0.7000000000000001,0.4439153636864558
120,0.9559147685525349,0.4666666666666667,0.7942169788537045
121,0.6811168258633358,0.5666666666666667,0.518085222793072
122,0.6091109478324761,0.661904761904762,0.4510775440042391
123,0.3012490815576782,0.3952380952380953,0.04147602032477623
124,0.6840558412931668,0.4904761904761905,0.5132310578421065
125,0.1160911094783248,0.5333333333333333,0.0013843054315255815
126,0.3357825128581925,0.9523809523809524,0.19766329545213998
127,0.7523879500367376,0.29047619047619055,0.5770484558270057
128,0.3769287288758266,0.5571428571428572,0.1952926003006745
129,0.7891256429096253,0.6666666666666667,0.6357626943549093
130,0.8295371050698016,0.24761904761904766,0.6792476754961665
131,0.6157237325495959,0.6,0.44566161780792773
132,0.5606171932402645,0.05238095238095239,0.089339190680231
133,0.7663482733284349,0.14761904761904765,0.5890513728998977
134,0.36737692872887584,1.0000000000000002,0.30356082588951633
135,0.5341660543717854,0.5666666666666667,0.343511844496787
136,0.6436443791329904,0.30000000000000004,0.3951107267529579
137,0.7825128581925055,0.261904761904762,0.6184135741173986
138,0.6223365172667157,0.3666666666666667,0.39796143121400085
139,0.6972814107274063,0.36190476190476195,0.509454555389062
140,0.46877296105804556,0.6,0.2656052158598968
141,0.3798677443056576,0.4190476190476191,0.10297231314493543
142,0.33651726671565024,0.9809523809523811,0.21851652195055413
143,0.6789125642909625,0.7238095238095239,0.5280609284110332
144,0.1160911094783248,0.9809523809523811,0.06572711898263539
145,0.009551800146950784,0.9904761904761906,0.04460477363799396
146,0.8295371050698016,0.22857142857142862,0.6814854074617213
147,0.6722997795738428,0.1,0.3738676527766733
148,0.4761204996326231,0.9619047619047619,0.34513559312543485
149,0.24540778839088906,0.42380952380952386,0.0218434865767256
150,0.5033063923585599,0.919047619047619,0.3678584181603561
151,0.3798677443056576,0.8523809523809525,0.23049980432656272
